-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2025 in LST
Location: latitude  34.04   longitude -4.99 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 575.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
1990,1,1,2.85,10.39,77.28,2.93
1990,1,2,3.2131,11.57,78.08,2.83
1990,1,3,0.4236,8.51,88.46,6.4
1990,1,4,2.2567,7.86,86.65,5.11
1990,1,5,3.2599,8.04,77.58,3.01
1990,1,6,3.2136,9.31,67.68,3.58
1990,1,7,3.1956,9.7,66.75,2.08
1990,1,8,3.3341,9.14,72.52,3.5
1990,1,9,2.9374,9.07,73.17,5.42
1990,1,10,2.7214,8.46,75.48,3.4
1990,1,11,2.1434,7.65,78.91,2.05
1990,1,12,3.2957,8.48,74.08,2.47
1990,1,13,3.1469,8.82,69.08,2.91
1990,1,14,2.7528,8.35,74.45,1.72
1990,1,15,2.1173,8.12,80.76,2.59
1990,1,16,3.4543,9.19,69.19,3.13
1990,1,17,3.0115,9.27,66.39,2.67
1990,1,18,2.359,7.75,85.15,2.33
1990,1,19,3.629,8.06,77.54,1.82
1990,1,20,2.9798,6.63,74.5,3.84
1990,1,21,3.481,6.19,74.25,3.98
1990,1,22,3.6312,6.63,72.87,3.05
1990,1,23,3.859,7.41,61.07,1.95
1990,1,24,3.0235,8.21,69.67,2.1
1990,1,25,2.6515,10.34,86.9,1.73
1990,1,26,3.2918,10.37,78.67,1.65
1990,1,27,3.1898,10.93,65.11,3.55
1990,1,28,1.1134,8.44,84.84,5.45
1990,1,29,2.6366,7.83,80.78,3.6
1990,1,30,2.9388,9.16,74.01,2.02
1990,1,31,2.3366,10.24,78.59,5.67
1990,2,1,3.0574,10.19,85.79,3.18
1990,2,2,4.0481,11.53,71.56,2.53
1990,2,3,4.0476,12.52,73.92,2.97
1990,2,4,3.9694,14.67,65.92,2.37
1990,2,5,3.6629,14.42,63.15,3.51
1990,2,6,3.9353,14.05,66.86,2.71
1990,2,7,3.2479,15.18,62.57,2.65
1990,2,8,4.0452,14.22,62.92,2.04
1990,2,9,4.2929,14.98,56.96,2.95
1990,2,10,4.4086,14.22,67.85,2.85
1990,2,11,3.2278,11.73,83.44,2.49
1990,2,12,4.4779,9.9,78.54,2.56
1990,2,13,4.4402,10.05,73.95,2.09
1990,2,14,4.513,13.62,55.39,2.16
1990,2,15,4.5149,13.47,58.13,2.29
1990,2,16,4.5562,13.69,61.89,2.1
1990,2,17,4.5242,14.08,62.52,2.29
1990,2,18,4.7148,13.88,62.87,2.76
1990,2,19,4.8103,16.13,56.14,2.14
1990,2,20,4.8372,16.07,58.55,2.52
1990,2,21,4.5026,16.44,55.86,2.98
1990,2,22,4.734,16.28,47.63,5.27
1990,2,23,4.7837,15.67,45.57,4.73
1990,2,24,5.0546,15.87,45.38,4.19
1990,2,25,4.7755,14.15,65.23,2.76
1990,2,26,5.1473,14.37,66.65,2.08
1990,2,27,5.2872,14.08,65.28,2.3
1990,2,28,5.2754,16.48,59.52,2.2
1990,3,1,4.4474,14.47,72.13,2.8
1990,3,2,3.9314,13.3,80.06,1.83
1990,3,3,3.0636,13.34,76.55,4.71
1990,3,4,4.4016,14.69,59.43,3.72
1990,3,5,3.9242,15.36,58.74,3.31
1990,3,6,4.0447,16.58,55.51,4.88
1990,3,7,4.6582,17.13,58.14,3.9
1990,3,8,1.6154,14.08,79.81,2.19
1990,3,9,2.2361,14.01,81.46,4.23
1990,3,10,2.2138,16.83,66.47,6.03
1990,3,11,5.2704,16.91,65.81,3.67
1990,3,12,4.3901,14.47,76.44,2.82
1990,3,13,5.9011,15.06,71.54,2.2
1990,3,14,5.4499,15.39,66.72,2.13
1990,3,15,5.5375,15.75,55.98,4.54
1990,3,16,5.4358,17.22,49.93,4.76
1990,3,17,5.3479,17.2,47.5,3.09
1990,3,18,5.0062,17.69,48.68,3.15
1990,3,19,5.0009,18.27,47.92,3.32
1990,3,20,4.7755,19.3,50.98,4.13
1990,3,21,6.0732,19.59,48.51,3.85
1990,3,22,6.1212,18.73,49.7,3.03
1990,3,23,5.5469,18.85,49.39,3.33
1990,3,24,4.4244,13.93,70.86,4.2
1990,3,25,6.3636,14.59,66.92,3.26
1990,3,26,6.2678,16.24,57.27,4.08
1990,3,27,6.3125,16.26,57.52,3.68
1990,3,28,6.499,16.05,45.42,3.56
1990,3,29,6.0295,15.6,44.49,3.8
1990,3,30,2.6561,14.56,70.21,4.78
1990,3,31,5.3734,19.06,64.66,3.2
1990,4,1,2.6539,15.04,80.43,3.53
1990,4,2,5.569,13.31,75.97,3.22
1990,4,3,6.6408,12.49,69.35,2.18
1990,4,4,6.1567,14.45,62.9,2.63
1990,4,5,3.6235,15.84,64.5,2.97
1990,4,6,3.1082,12.89,77.27,5.37
1990,4,7,5.9719,14.95,65.42,2.8
1990,4,8,4.9322,12.29,79.14,4.27
1990,4,9,2.1456,11.46,76.58,8.25
1990,4,10,2.261,10.11,81.03,5.87
1990,4,11,7.086,11.11,60.92,3.33
1990,4,12,7.1311,13.61,52.76,3.43
1990,4,13,5.3062,13.59,71.96,4.4
1990,4,14,3.929,12.2,79.87,3.41
1990,4,15,7.3555,14.75,65.26,2.66
1990,4,16,7.4501,16.16,64.25,2.54
1990,4,17,7.1849,17.12,62.42,2.92
1990,4,18,6.5717,17.28,61.98,3.39
1990,4,19,7.2607,17.43,58.63,2.98
1990,4,20,6.9718,15.42,63.22,4.46
1990,4,21,4.7542,12.31,72.72,4.79
1990,4,22,7.0351,12.04,66.86,2.72
1990,4,23,6.8434,11.6,67.42,2.64
1990,4,24,4.885,12.55,60.23,1.57
1990,4,25,6.5064,13.92,62.09,2.12
1990,4,26,5.8714,16.2,55.39,3.63
1990,4,27,5.3321,16.99,63.75,5.44
1990,4,28,6.0101,16.16,68.52,2.64
1990,4,29,4.4222,13.69,81.74,2.31
1990,4,30,4.919,14.97,69.52,2.18
1990,5,1,5.6551,16.49,64.24,3.18
1990,5,2,5.5272,18.99,62.86,4.19
1990,5,3,5.4934,20.22,61.23,3.95
1990,5,4,5.9724,21.04,59.22,3.52
1990,5,5,5.4833,19.78,62.88,2.52
1990,5,6,5.9818,19.09,67.96,3.52
1990,5,7,6.5114,19.62,67.71,2.21
1990,5,8,3.1054,19.07,73.9,1.77
1990,5,9,4.9087,20.02,66.68,2.98
1990,5,10,5.3453,17.44,77.96,2.89
1990,5,11,4.7299,17.69,72.17,2.47
1990,5,12,4.7455,17.23,75.76,3.31
1990,5,13,7.2307,19.15,64.64,2.04
1990,5,14,7.885,21.62,60.2,2.57
1990,5,15,6.7555,21.38,71.04,2.02
1990,5,16,5.9354,20.81,69.6,3.24
1990,5,17,6.3655,19.35,69.01,3.05
1990,5,18,7.3135,18.51,69.84,2.99
1990,5,19,6.5354,18.61,70.52,3.35
1990,5,20,8.3165,18.85,66.16,2.98
1990,5,21,8.2558,18.48,64.44,3.26
1990,5,22,8.0446,17.32,65.54,4.09
1990,5,23,8.3081,16.37,66.71,3.69
1990,5,24,8.3189,17.48,60.05,2.31
1990,5,25,8.1101,20.98,52.51,2.74
1990,5,26,7.3282,22.08,54.61,2.94
1990,5,27,7.6764,20.99,61.87,2.99
1990,5,28,6.7757,21.21,59.41,4.28
1990,5,29,8.5013,22.06,43.14,8.52
1990,5,30,7.7186,25.42,38.79,3.88
1990,5,31,6.1603,26.77,41.81,2.66
1990,6,1,6.7764,26.57,40.67,4.45
1990,6,2,7.2574,22.69,58.52,3.31
1990,6,3,6.2414,22.09,59.81,2.88
1990,6,4,4.1016,17.99,75.84,3.59
1990,6,5,5.9016,17.87,72.07,4.64
1990,6,6,8.4583,20.36,55.57,2.52
1990,6,7,8.7038,24.19,46.22,2.65
1990,6,8,7.819,26.03,46.27,2.49
1990,6,9,7.819,24.87,55.17,3.0
1990,6,10,7.362,23.31,57.36,3.13
1990,6,11,6.9859,20.82,61.72,2.86
1990,6,12,7.7827,21.08,60.29,2.91
1990,6,13,7.3464,21.53,61.45,3.18
1990,6,14,8.1864,22.75,55.36,2.69
1990,6,15,6.1939,22.72,54.68,2.05
1990,6,16,6.8378,20.85,60.66,3.65
1990,6,17,8.3693,20.31,58.17,3.14
1990,6,18,8.2068,22.32,53.95,3.14
1990,6,19,7.4201,22.31,54.75,3.24
1990,6,20,7.9442,21.2,61.0,3.51
1990,6,21,8.1413,20.97,57.19,3.34
1990,6,22,8.0866,22.44,49.15,2.87
1990,6,23,8.0218,25.56,49.82,2.93
1990,6,24,7.5998,26.54,41.66,2.72
1990,6,25,7.3015,25.86,50.79,2.91
1990,6,26,8.2339,27.4,45.65,3.1
1990,6,27,8.724,25.38,47.75,3.14
1990,6,28,8.382,25.83,46.82,3.65
1990,6,29,7.5593,26.24,48.35,2.52
1990,6,30,7.4686,26.52,46.07,3.65
1990,7,1,6.9391,27.72,42.58,2.56
1990,7,2,8.0498,26.35,46.9,2.8
1990,7,3,7.9805,27.31,43.7,3.0
1990,7,4,8.2054,28.27,42.54,2.34
1990,7,5,8.6734,28.4,42.24,3.33
1990,7,6,8.3767,27.71,43.36,2.37
1990,7,7,7.5494,28.53,45.59,3.97
1990,7,8,7.9219,30.01,40.07,6.29
1990,7,9,8.094,31.11,37.72,3.84
1990,7,10,7.9008,30.08,42.79,2.45
1990,7,11,8.4223,31.52,37.49,2.42
1990,7,12,7.5103,29.32,38.51,3.22
1990,7,13,7.261,26.56,44.38,2.53
1990,7,14,7.74,24.93,44.86,3.29
1990,7,15,8.2591,23.52,45.9,3.4
1990,7,16,8.2106,26.03,35.28,6.43
1990,7,17,7.555,28.11,42.0,5.85
1990,7,18,8.051,30.92,26.11,4.01
1990,7,19,7.745,31.46,24.98,2.71
1990,7,20,7.0452,32.02,27.81,2.25
1990,7,21,7.3706,31.84,27.05,3.2
1990,7,22,4.8912,33.01,25.9,3.12
1990,7,23,6.4291,33.13,29.28,2.21
1990,7,24,5.3441,31.55,30.85,2.78
1990,7,25,4.5055,30.16,38.32,3.68
1990,7,26,7.5864,28.49,43.4,3.11
1990,7,27,7.7522,27.97,36.37,2.46
1990,7,28,7.3915,25.07,48.51,3.64
1990,7,29,7.7698,30.43,35.99,3.35
1990,7,30,7.4551,32.68,33.39,3.65
1990,7,31,7.2847,31.99,35.43,2.74
1990,8,1,7.4172,32.47,32.41,2.6
1990,8,2,7.8101,32.61,27.53,2.32
1990,8,3,7.2074,33.78,24.08,4.29
1990,8,4,8.118,33.02,26.32,5.28
1990,8,5,7.7002,29.87,29.02,6.2
1990,8,6,6.9079,31.48,23.92,4.09
1990,8,7,7.5221,30.22,23.1,3.88
1990,8,8,7.5722,28.83,24.59,2.78
1990,8,9,6.9691,30.33,32.83,3.48
1990,8,10,7.1028,31.28,37.18,3.28
1990,8,11,7.517,31.79,31.78,3.09
1990,8,12,7.2497,31.98,25.37,3.34
1990,8,13,7.0776,31.23,26.61,3.09
1990,8,14,7.0205,29.52,33.83,3.34
1990,8,15,7.069,27.44,38.26,3.04
1990,8,16,7.189,26.39,39.07,2.45
1990,8,17,7.1966,29.58,29.98,2.35
1990,8,18,7.1606,31.73,26.69,3.12
1990,8,19,6.7574,29.32,39.37,2.76
1990,8,20,6.4826,25.98,48.93,2.79
1990,8,21,7.0702,26.29,41.86,3.0
1990,8,22,6.978,26.0,40.78,3.15
1990,8,23,7.127,28.71,31.99,2.83
1990,8,24,6.7306,31.23,28.14,3.07
1990,8,25,6.5395,31.16,23.57,3.84
1990,8,26,6.6782,29.74,20.36,3.25
1990,8,27,6.5894,29.89,19.84,3.03
1990,8,28,6.0151,30.66,21.86,3.37
1990,8,29,6.618,26.13,41.31,3.75
1990,8,30,6.5666,25.05,48.44,3.43
1990,8,31,6.1512,24.46,52.12,3.04
1990,9,1,6.8381,26.15,44.96,3.43
1990,9,2,5.9928,26.84,47.8,3.61
1990,9,3,5.6899,26.52,53.88,2.78
1990,9,4,6.3962,26.48,54.29,2.21
1990,9,5,6.5105,27.07,49.94,2.79
1990,9,6,6.5875,25.77,56.23,2.51
1990,9,7,4.763,23.93,59.95,2.71
1990,9,8,4.0258,22.46,65.43,2.77
1990,9,9,6.2822,25.05,51.81,2.13
1990,9,10,5.2284,27.65,42.78,3.29
1990,9,11,3.1963,29.12,40.73,4.08
1990,9,12,5.9383,28.25,42.62,4.17
1990,9,13,5.862,27.51,45.6,4.14
1990,9,14,5.8046,27.63,39.55,2.42
1990,9,15,5.0028,27.39,42.12,4.3
1990,9,16,4.6039,25.81,49.64,4.01
1990,9,17,3.6079,24.78,52.81,2.66
1990,9,18,2.5382,25.54,47.9,4.3
1990,9,19,4.7189,24.65,51.51,3.58
1990,9,20,5.9971,24.79,57.22,2.36
1990,9,21,5.8942,26.51,50.51,2.47
1990,9,22,5.1936,26.32,45.25,3.42
1990,9,23,5.2783,22.05,61.97,2.42
1990,9,24,4.049,22.43,63.3,1.18
1990,9,25,4.6558,22.37,64.52,2.98
1990,9,26,5.0954,24.92,47.85,3.18
1990,9,27,4.4323,27.66,38.55,3.21
1990,9,28,5.2483,27.65,41.43,5.08
1990,9,29,4.2468,28.78,35.81,4.49
1990,9,30,2.4046,25.76,49.43,2.99
1990,10,1,4.8607,24.84,55.6,3.12
1990,10,2,5.0602,21.22,62.07,2.76
1990,10,3,5.5903,21.08,53.74,3.19
1990,10,4,4.4887,19.27,65.95,2.95
1990,10,5,5.4034,22.68,44.65,3.17
1990,10,6,4.691,24.0,38.52,3.81
1990,10,7,4.9061,20.78,59.53,4.63
1990,10,8,4.1976,17.91,56.14,5.24
1990,10,9,5.2342,18.29,41.04,2.53
1990,10,10,5.1792,18.07,47.12,2.93
1990,10,11,5.0794,19.63,40.41,2.18
1990,10,12,4.1894,20.58,44.02,2.69
1990,10,13,4.8737,22.32,44.55,2.47
1990,10,14,4.9579,23.57,46.42,4.18
1990,10,15,2.4451,20.21,65.29,3.84
1990,10,16,4.4126,20.09,61.52,4.24
1990,10,17,3.5167,19.43,61.11,3.33
1990,10,18,2.3899,19.14,59.49,4.43
1990,10,19,2.4154,18.58,73.25,5.36
1990,10,20,4.2862,18.69,64.72,3.19
1990,10,21,2.8865,19.15,65.31,4.36
1990,10,22,2.6102,15.85,70.21,5.84
1990,10,23,4.4266,15.69,70.93,2.29
1990,10,24,4.6824,16.42,73.15,2.97
1990,10,25,3.9259,15.94,73.69,1.96
1990,10,26,4.5113,14.92,66.56,2.54
1990,10,27,3.1992,16.21,72.82,2.73
1990,10,28,3.7106,15.17,77.68,3.02
1990,10,29,3.6672,16.82,73.21,3.45
1990,10,30,4.1626,16.61,69.64,2.25
1990,10,31,3.6792,16.72,75.86,2.91
1990,11,1,4.6553,16.98,71.08,2.3
1990,11,2,3.9041,14.8,66.18,2.03
1990,11,3,3.4063,14.63,66.25,2.12
1990,11,4,2.8085,14.69,62.64,1.93
1990,11,5,3.4831,16.25,58.6,1.75
1990,11,6,2.9592,17.84,59.7,2.68
1990,11,7,3.9053,19.5,58.49,3.64
1990,11,8,2.7667,17.76,75.21,2.63
1990,11,9,3.0722,17.43,72.37,2.9
1990,11,10,3.1944,16.05,72.82,2.11
1990,11,11,3.9737,15.1,56.39,3.8
1990,11,12,3.8873,17.31,48.86,4.24
1990,11,13,3.9122,17.57,34.96,2.74
1990,11,14,3.5455,17.55,42.67,2.67
1990,11,15,3.8153,17.72,36.64,3.25
1990,11,16,3.6437,17.24,26.8,2.5
1990,11,17,3.732,16.3,36.34,5.28
1990,11,18,3.7639,17.59,38.25,3.63
1990,11,19,3.7231,16.04,37.41,2.49
1990,11,20,2.105,14.6,43.15,3.4
1990,11,21,2.4922,12.88,65.05,4.17
1990,11,22,2.6249,10.9,76.74,3.25
1990,11,23,3.0516,9.27,69.94,3.06
1990,11,24,1.6128,10.51,63.1,5.98
1990,11,25,1.3162,11.94,85.43,8.62
1990,11,26,1.4383,10.5,88.45,6.43
1990,11,27,2.8781,9.35,81.94,3.89
1990,11,28,2.5493,7.69,82.66,2.92
1990,11,29,2.5404,9.02,80.04,2.19
1990,11,30,3.3514,10.4,59.35,2.28
1990,12,1,3.4627,11.7,54.55,3.23
1990,12,2,2.8538,13.46,49.62,3.61
1990,12,3,2.7514,15.33,48.23,3.27
1990,12,4,2.1974,15.42,66.39,2.42
1990,12,5,1.434,14.55,86.47,2.49
1990,12,6,1.4434,13.01,90.92,2.19
1990,12,7,2.2255,12.59,80.62,1.96
1990,12,8,1.4182,13.73,80.32,5.8
1990,12,9,1.44,8.78,89.92,6.62
1990,12,10,2.2008,6.3,83.77,5.52
1990,12,11,2.0177,7.31,87.05,6.12
1990,12,12,2.7958,7.58,86.04,3.25
1990,12,13,3.1344,7.12,81.45,2.8
1990,12,14,2.5421,9.31,83.44,1.93
1990,12,15,3.091,10.43,73.52,2.16
1990,12,16,3.0739,9.8,70.59,2.3
1990,12,17,2.2618,8.74,78.91,3.07
1990,12,18,2.1622,8.64,75.55,3.32
1990,12,19,1.1162,8.42,81.56,2.7
1990,12,20,1.6442,8.34,76.26,3.41
1990,12,21,2.1547,7.56,83.61,4.83
1990,12,22,2.3052,7.48,80.67,4.07
1990,12,23,2.958,7.53,76.33,2.55
1990,12,24,2.0808,7.14,89.14,3.79
1990,12,25,1.7359,8.13,91.32,3.64
1990,12,26,1.3104,9.37,90.92,5.24
1990,12,27,2.1134,10.16,89.91,2.92
1990,12,28,2.8049,11.32,81.97,1.66
1990,12,29,3.1207,12.55,68.99,2.79
1990,12,30,2.2236,12.58,68.36,2.36
1990,12,31,2.5661,14.13,67.87,2.02
1991,1,1,2.9664,13.37,69.14,2.26
1991,1,2,3.2669,12.51,69.45,3.4
1991,1,3,3.0686,12.53,69.1,3.26
1991,1,4,2.1768,9.7,85.58,3.27
1991,1,5,3.2842,6.74,66.28,1.87
1991,1,6,3.2654,8.68,49.1,2.06
1991,1,7,2.8692,9.85,45.37,2.3
1991,1,8,3.251,9.15,52.2,2.66
1991,1,9,3.367,10.21,44.32,2.05
1991,1,10,3.3067,11.08,50.83,2.64
1991,1,11,3.4567,11.71,49.73,2.4
1991,1,12,1.7818,7.49,74.97,3.56
1991,1,13,3.4534,6.61,76.83,2.47
1991,1,14,3.4414,7.89,60.68,2.24
1991,1,15,2.9623,8.21,66.22,1.8
1991,1,16,3.3504,8.41,70.05,2.16
1991,1,17,3.4423,9.86,67.34,2.43
1991,1,18,3.4339,12.07,55.88,2.23
1991,1,19,3.2388,12.27,62.06,2.2
1991,1,20,2.4797,10.76,65.02,2.99
1991,1,21,2.6976,10.13,70.34,3.5
1991,1,22,3.4615,9.61,74.17,3.04
1991,1,23,2.0014,7.5,80.24,3.67
1991,1,24,2.3333,6.79,83.34,2.6
1991,1,25,1.7076,7.22,81.8,2.55
1991,1,26,2.5068,7.68,82.69,3.17
1991,1,27,3.9394,7.42,69.42,2.51
1991,1,28,3.955,8.76,56.2,2.78
1991,1,29,3.6864,7.6,73.01,4.21
1991,1,30,3.2251,6.91,84.0,2.89
1991,1,31,4.0726,6.95,73.25,2.22
1991,2,1,3.2292,9.41,67.57,3.43
1991,2,2,2.8841,6.61,90.18,5.17
1991,2,3,2.9652,6.11,83.31,3.05
1991,2,4,3.4906,6.32,76.21,1.86
1991,2,5,4.2955,8.48,58.96,2.13
1991,2,6,3.9617,9.59,63.72,3.62
1991,2,7,1.8818,8.57,82.82,4.79
1991,2,8,2.8238,8.03,83.17,2.11
1991,2,9,4.2211,7.9,73.62,3.03
1991,2,10,4.3296,9.02,72.06,2.21
1991,2,11,3.5213,8.51,82.31,2.47
1991,2,12,1.9939,8.29,75.73,3.05
1991,2,13,2.3654,9.17,84.02,2.27
1991,2,14,3.8863,8.16,75.29,2.89
1991,2,15,4.4878,7.26,63.52,2.64
1991,2,16,2.0422,6.04,79.86,5.29
1991,2,17,1.9135,6.71,80.28,8.42
1991,2,18,2.0129,8.29,75.7,5.3
1991,2,19,1.596,6.94,81.83,4.97
1991,2,20,2.0131,8.43,88.2,5.1
1991,2,21,2.6506,9.07,85.63,2.77
1991,2,22,5.1377,11.07,70.92,2.69
1991,2,23,4.7971,13.57,59.89,3.38
1991,2,24,5.0789,14.27,59.63,2.61
1991,2,25,3.613,12.24,70.93,3.39
1991,2,26,2.9753,9.54,83.1,3.04
1991,2,27,3.5592,9.61,85.65,3.75
1991,2,28,3.0626,10.42,76.91,5.4
1991,3,1,1.859,9.87,88.31,9.32
1991,3,2,3.63,10.64,79.72,3.51
1991,3,3,5.4317,14.36,59.8,3.45
1991,3,4,4.4136,15.91,56.77,4.09
1991,3,5,3.5273,12.53,74.87,4.05
1991,3,6,1.2058,12.67,80.35,6.5
1991,3,7,1.3142,11.06,74.61,8.76
1991,3,8,2.3909,10.46,81.89,7.8
1991,3,9,3.5942,11.24,78.22,4.17
1991,3,10,5.2411,12.74,73.02,2.18
1991,3,11,5.1163,13.26,76.59,2.28
1991,3,12,2.1014,12.51,76.2,4.87
1991,3,13,2.9292,8.57,92.73,4.09
1991,3,14,2.0345,9.88,86.78,4.09
1991,3,15,2.9693,11.37,84.24,2.67
1991,3,16,4.7686,12.31,81.24,3.28
1991,3,17,4.4498,11.83,82.64,3.38
1991,3,18,6.1061,12.16,77.54,2.37
1991,3,19,6.0869,15.02,66.75,3.19
1991,3,20,6.0797,17.78,56.58,3.38
1991,3,21,6.0804,15.68,71.6,5.37
1991,3,22,1.6058,9.75,84.01,4.71
1991,3,23,2.0542,7.61,85.58,5.14
1991,3,24,3.2513,7.34,84.96,8.09
1991,3,25,2.1619,8.18,82.82,5.52
1991,3,26,4.656,10.15,75.98,3.28
1991,3,27,5.598,12.33,75.55,2.3
1991,3,28,6.0199,15.86,63.21,4.03
1991,3,29,4.9279,14.02,75.13,1.59
1991,3,30,1.5043,12.31,80.27,3.27
1991,3,31,4.5754,11.91,76.6,5.07
1991,4,1,5.9777,11.97,73.1,3.35
1991,4,2,3.125,11.79,74.97,2.7
1991,4,3,3.7982,11.19,80.66,4.26
1991,4,4,4.5768,11.1,78.49,4.75
1991,4,5,4.6409,10.56,79.06,3.65
1991,4,6,7.0534,13.01,63.8,2.15
1991,4,7,6.9288,18.14,59.73,3.73
1991,4,8,5.2212,18.34,65.25,2.64
1991,4,9,5.4857,16.6,67.27,4.8
1991,4,10,6.6444,17.46,65.05,4.96
1991,4,11,6.4507,18.01,62.26,4.48
1991,4,12,6.6458,18.61,63.82,3.14
1991,4,13,5.4442,14.46,71.6,4.03
1991,4,14,3.0396,12.84,68.74,3.32
1991,4,15,5.4343,13.43,68.07,3.24
1991,4,16,4.926,13.18,71.06,3.34
1991,4,17,4.3824,13.06,74.53,4.3
1991,4,18,4.1614,12.97,77.95,3.97
1991,4,19,6.871,14.03,72.67,2.31
1991,4,20,6.8616,14.74,72.59,2.62
1991,4,21,4.4038,13.69,78.78,2.02
1991,4,22,4.7851,14.32,76.09,3.09
1991,4,23,4.794,14.46,75.13,2.48
1991,4,24,6.4925,13.97,76.95,3.57
1991,4,25,6.0996,10.79,75.63,4.54
1991,4,26,6.2906,10.83,74.35,3.28
1991,4,27,7.188,13.79,69.74,2.6
1991,4,28,6.7908,14.15,74.89,2.79
1991,4,29,7.9104,17.4,67.35,3.29
1991,4,30,7.681,20.42,57.83,3.71
1991,5,1,7.7561,17.08,67.79,4.99
1991,5,2,6.9454,12.7,65.01,5.25
1991,5,3,7.0514,11.44,62.81,3.63
1991,5,4,7.7429,13.25,60.12,3.01
1991,5,5,7.6812,13.16,63.03,3.21
1991,5,6,7.3834,14.25,66.98,2.72
1991,5,7,7.6205,16.3,62.91,3.71
1991,5,8,5.8711,13.56,71.0,5.5
1991,5,9,5.6851,12.73,70.12,4.28
1991,5,10,5.7744,11.94,71.46,3.7
1991,5,11,6.1238,13.64,67.68,2.1
1991,5,12,6.5882,13.96,59.08,2.73
1991,5,13,8.0482,15.78,54.24,3.69
1991,5,14,8.1842,18.14,50.77,3.61
1991,5,15,8.1485,19.03,54.1,3.6
1991,5,16,7.7237,18.18,63.49,2.97
1991,5,17,7.6949,16.93,71.13,2.38
1991,5,18,7.56,19.02,65.08,2.67
1991,5,19,7.8607,20.09,56.87,3.61
1991,5,20,7.0243,19.87,55.73,4.63
1991,5,21,7.4916,21.02,54.99,4.95
1991,5,22,7.9414,20.82,46.86,6.64
1991,5,23,6.8647,22.93,41.39,3.6
1991,5,24,6.2933,24.33,44.33,3.08
1991,5,25,6.2098,24.24,52.38,3.83
1991,5,26,6.2059,24.5,52.94,4.22
1991,5,27,4.9394,23.94,58.16,4.33
1991,5,28,7.0786,22.08,66.15,2.65
1991,5,29,6.3415,19.98,71.61,2.54
1991,5,30,4.932,18.78,68.6,3.38
1991,5,31,5.8493,17.85,65.33,3.33
1991,6,1,5.0854,16.57,72.44,3.22
1991,6,2,5.8728,16.19,71.42,2.9
1991,6,3,6.7733,18.01,65.52,2.13
1991,6,4,7.8458,19.66,62.66,2.59
1991,6,5,8.1197,20.3,60.71,2.66
1991,6,6,8.0818,20.48,58.56,2.84
1991,6,7,7.9022,20.6,64.13,3.36
1991,6,8,7.9406,21.04,64.05,2.94
1991,6,9,7.8362,23.3,54.86,2.98
1991,6,10,8.1091,22.71,58.86,3.17
1991,6,11,7.9738,22.9,56.69,4.2
1991,6,12,6.947,25.48,52.13,6.88
1991,6,13,6.7853,26.87,46.08,3.37
1991,6,14,7.7518,29.17,40.01,2.16
1991,6,15,7.3634,27.62,48.5,3.4
1991,6,16,7.661,23.2,61.06,3.82
1991,6,17,7.8526,21.95,51.78,2.28
1991,6,18,7.9836,23.27,46.18,2.94
1991,6,19,7.1095,22.47,57.89,2.7
1991,6,20,8.0366,24.26,50.4,2.72
1991,6,21,8.093,25.9,44.36,3.17
1991,6,22,8.0791,26.5,48.05,2.18
1991,6,23,7.6898,27.93,45.08,2.25
1991,6,24,8.0225,28.72,37.44,5.06
1991,6,25,8.023,29.61,35.99,4.23
1991,6,26,7.7964,30.49,36.08,3.67
1991,6,27,7.9054,28.8,41.98,3.11
1991,6,28,8.0335,28.62,40.35,2.37
1991,6,29,7.2305,28.81,44.27,4.84
1991,6,30,6.2786,30.12,42.97,4.0
1991,7,1,7.8034,28.64,44.83,3.54
1991,7,2,7.9954,26.81,41.41,3.27
1991,7,3,7.741,25.49,44.61,3.63
1991,7,4,6.8849,25.33,49.64,4.51
1991,7,5,7.5271,21.78,54.28,3.65
1991,7,6,8.2157,20.96,48.21,3.69
1991,7,7,8.0772,23.75,40.37,3.59
1991,7,8,8.1559,28.36,33.57,5.18
1991,7,9,7.7162,31.69,29.98,4.5
1991,7,10,7.9954,32.38,30.98,3.27
1991,7,11,7.5065,32.45,31.21,3.19
1991,7,12,7.8343,32.43,32.39,4.38
1991,7,13,7.799,32.55,29.0,4.26
1991,7,14,6.883,33.28,25.01,3.41
1991,7,15,7.5338,33.32,24.65,3.68
1991,7,16,7.2509,32.62,28.64,3.14
1991,7,17,5.7876,33.21,30.98,3.49
1991,7,18,7.6613,32.62,33.27,2.38
1991,7,19,6.7344,30.99,34.08,2.99
1991,7,20,7.603,28.49,43.77,3.13
1991,7,21,7.7592,28.5,41.79,3.16
1991,7,22,7.8154,26.99,44.53,3.23
1991,7,23,7.8259,28.11,38.6,3.31
1991,7,24,7.5598,30.34,34.99,3.33
